weight,description,dueDate,assignedDate,title
79.55,"Dilation of Left Internal Carotid Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Open Approach",10.12.2020,20.06.2020,Zathin
74.4,"Excision of Left Shoulder Region, Percutaneous Approach, Diagnostic",30.04.2020,03.03.2021,Konklux
44.08,"Alteration of Left Upper Arm with Synthetic Substitute, Percutaneous Endoscopic Approach",03.08.2020,23.09.2020,Subin
12.38,"Destruction of Right Sternoclavicular Joint, Open Approach",20.06.2020,29.04.2020,Zontrax
39.15,"Restriction of Left Greater Saphenous Vein with Extraluminal Device, Percutaneous Approach",28.03.2021,23.09.2020,Greenlam
67.25,"Repair Right Upper Extremity, Percutaneous Approach",23.12.2020,30.01.2021,Duobam
30.11,"Extirpation of Matter from Right Sacroiliac Joint, Open Approach",13.08.2020,03.12.2019,Asoka
26.96,"Insertion of Intraluminal Device into Lower Artery, Percutaneous Endoscopic Approach",16.08.2019,21.09.2020,Zoolab
52.33,"Insertion of Hybrid External Fixation Device into Right Fibula, Percutaneous Approach",09.12.2019,26.12.2020,Duobam
31.65,"Replacement of Right Lower Femur with Nonautologous Tissue Substitute, Percutaneous Approach",19.05.2021,12.08.2020,It
64.74,"Bypass Middle Esophagus to Cutaneous with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic",24.05.2020,22.03.2021,Duobam
96.84,"Supplement Right Middle Lobe Bronchus with Synthetic Substitute, Percutaneous Endoscopic Approach",29.05.2021,02.03.2021,Quo Lux
53.58,Immobilization of Left Finger using Other Device,27.04.2020,30.08.2020,Wrapsafe
83.09,Fluoroscopy of Right Subclavian Vein using Low Osmolar Contrast,25.02.2021,23.10.2019,Latlux
32.03,"Replacement of Right Pelvic Bone with Autologous Tissue Substitute, Percutaneous Approach",03.10.2019,26.12.2019,Home Ing
81.59,"Occlusion of Bilateral Vas Deferens with Extraluminal Device, Open Approach",01.09.2019,21.12.2020,Rank
26.36,"Inspection of Right Metacarpocarpal Joint, Open Approach",27.11.2020,28.01.2021,Y-find
76.22,"Transfusion of Nonautologous Antihemophilic Factors into Products of Conception, Circulatory, Percutaneous Approach",15.01.2020,09.02.2020,Flowdesk
36.09,Plain Radiography of Thoraco-Abdominal Aorta,30.06.2019,29.07.2020,Voyatouch
69.59,"Introduction of Local Anesthetic into Lower GI, Via Natural or Artificial Opening Endoscopic",25.05.2019,04.12.2020,Tres-Zap
50.31,"Reposition Right Wrist Joint, Percutaneous Endoscopic Approach",03.10.2019,21.10.2019,Bitwolf
95.35,"Drainage of Right Fallopian Tube, Via Natural or Artificial Opening Endoscopic, Diagnostic",10.12.2020,26.07.2020,Voltsillam
